,atm_id,id,atm_group,address,address_rus,lat,long,target,lat_rad,long_rad,key,n_mall,n_bank,n_department_store,n_station,n_alcohol,n_police,n_university,n_railway_station,n_aeroway_terminal
10,10,1977.0,496.5,B.MOSKOVSKAYA 90A         VLADIMIR    ,"Большая Московская улица, 90А, Владимир, Россия, 600000",56.132925,40.419184,-0.0139490047116537,0.979704360025038,0.7054478417694118,0,0,2,0,0,4,1,0,0,0
11,11,1992.0,496.5,GORKOGO 20                TAMBOV      ,"улица Максима Горького, 20, Тамбов, Россия",52.718497,41.454511,-0.0484357394087966,0.9201113493527531,0.723517706754207,0,0,7,0,0,0,0,0,0,0
12,12,1998.0,496.5,KURASHOVA 28/1            YAKUTSK     ,"улица Курашова, 28/1, Якутск, Республика Саха (Якутия), Россия, 677000",62.033259,129.736382,-0.0642932974491817,1.0826846152924052,2.264327025525106,0,0,3,0,0,0,0,0,0,0
13,13,2006.0,496.5,LENINA 32                 MUROM       ,"улица Ленина, 32, Муром, Владимирская область, Россия, 602267",55.577108,42.05437,-0.1001214289644553,0.9700035233364808,0.7339872213519277,0,0,2,0,0,0,0,0,0,0
14,14,2011.0,496.5,BOROVSKAYA 5              BALABANOVO  ,"Боровская улица, 5, Балабаново, Боровский район, Калужская область, Россия, 249000",55.180598,36.655611,-0.0008294956654186,0.9630831183193981,0.6397611012802512,0,0,3,0,0,0,0,0,0,0
15,15,2012.0,496.5,SOVETSKAYA 21             ZHUKOV      ,"Советская улица, 21, Жуков, Калужская область, Россия, 249191",55.027991,36.750518,-0.0476678404207127,0.960419623707807,0.6414175409134414,0,0,2,0,0,0,1,0,0,0
16,16,2017.0,496.5,DORZHIEVA 24A             MUKHORSHIBIR,"улица Доржиева, 24А, село Мухоршибирь, Республика Бурятия, Россия",51.048934,107.822322,0.017372643984509,0.890971977933279,1.8818545260455175,0,0,0,0,0,0,0,0,0,0
17,17,2022.0,496.5,SADOVAYA 27B              KRIVODANOVKA,"Садовая улица, 27, село Криводановка, Новосибирский район, Новосибирская область, Россия",55.086363,82.64683,-0.0276573657875183,0.961438407298781,1.442459299836025,0,0,1,0,0,0,0,0,0,0
18,18,2023.0,496.5,SOVETSKAYA 19             KUGESI      ,"Советская улица, 19, поселок городского типа Кугеси, Чебоксарский район, Чувашская Республика, Россия, 429500",56.029642,47.294593,-0.0778711918613832,0.9779017316137008,0.8254463662406625,0,0,0,0,0,0,0,0,0,0
19,19,2027.0,496.5,MELNIKOVA 106             CHERLAK     ,"улица Мельникова, 106, посёлок городского типа Черлак, Черлакский район, Омская область, Россия, 646250",54.151887,74.79789,-0.0506266855287384,0.9451287243179146,1.3054694540445413,0,0,0,0,0,0,0,0,0,0
20,20,2033.0,496.5,POBEDY 67/2               PETROPAVLOVS,"проспект Победы, 67/2, Петропавловск-Камчатский, Камчатский край, Россия, 683902",53.070803,158.58752,0.0190607428520956,0.9262602490272842,2.767874376572358,0,0,1,1,0,0,0,0,0,0
21,21,2034.0,496.5,POLEVAYA 4                MEDVEDEVO   ,"Полевая улица, 4, посёлок городского типа Медведево, Медведевский район, Республика Марий Эл, Россия, 425200",56.63759,47.803974,-0.0274751961229577,0.9885124258946153,0.8343367418377637,0,0,1,0,0,2,0,0,0,0
22,22,2035.0,496.5,UPITA 5A                  KIROV       ,"улица Андрея Упита, 5А, Киров, Россия, 610050",58.605564,49.591163,-0.1013755908540726,1.022860051788258,0.8655290742431887,0,0,1,0,0,0,1,0,0,0
23,23,2850.0,496.5,VOSTOCHNAYA 42/7          ORENBURG    ,"Восточная улица, 42/7, Оренбург, Россия, 460021",51.784175,55.153504,-0.086529509128304,0.9038043541789346,0.9626102388118626,0,0,2,0,0,2,0,0,0,0
24,24,2873.0,496.5,AMURSKAYA 13              CHITA       ,"Амурская улица, 13, Чита, Забайкальский край, Россия, 672039",52.023722,113.513428,-0.0732875290072723,0.9079852380422094,1.981183063825522,0,0,0,0,0,0,0,0,0,0
25,25,2876.0,496.5,VOROVSKOGO 43             KIROV       ,"улица Воровского, 43, Киров, Россия",58.594438,49.666657,-0.1105973682659273,1.0226658664556811,0.8668466931086893,0,0,6,0,0,0,0,0,0,0
26,26,2877.0,496.5,LENINA 3                  PRISTEN     ,"улица Ленина, 3, посёлок городского типа Пристень, Пристенский район, Курская область, Россия, 306200",51.235052,36.694293,-0.0787939986779948,0.8942203498305058,0.6404362295415077,0,0,1,0,0,0,0,0,0,0
27,27,2897.0,496.5,KARLA MARKSA 76/1         KURGAN      ,"улица Карла Маркса, 76/1, Курган, Россия",55.442245,65.35418,-0.0261465882319446,0.9676497199473636,1.1406456209410276,0,0,0,0,0,0,0,0,0,0
28,28,2900.0,496.5,KALACHINSKAYA 25          KALACHINSK  ,"Калачинская улица, 25, Калачинск, Омская область, Россия, 646900",55.047817,74.588663,0.0182088275363533,0.9607656526853074,1.3018177540104712,0,0,0,0,0,0,1,0,0,0
29,29,2914.0,496.5,ZAVOYKO 7                 ELIZOVO     ,"улица Завойко, 7, Елизово, Камчатский край, Россия, 684000",53.1871,158.383863,0.0613509276698259,0.9282900145874761,2.7643198913776237,0,1,2,0,0,1,0,0,0,0
30,30,2923.0,496.5,19-LINIYA 10              IVANOVO     ,"19-я линия, 10, Иваново, Россия, 153031",56.989885,40.932023,-0.0447300215074948,0.9946611335829286,0.7143985708520469,0,0,0,0,0,0,0,0,0,0
31,31,2951.0,496.5,DEYNEKI 19                KURSK       ,"улица Дейнеки, 19, микрорайон КЗТЗ, Курск, Россия, 305047",51.704063,36.142449,-0.0632106189153011,0.9024061360085769,0.630804734784132,0,0,1,0,0,1,0,0,0,0
32,32,2973.0,496.5,KRASNIY PUT' 9            KRUTINKA    ,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",56.011686,71.508439,-0.0560772655674922,0.9775883402932125,1.2480577035115215,0,0,0,0,0,0,0,0,0,0
33,33,4446.0,496.5,PERVOMAYSKAYA 11          POCHEP      ,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458786,-0.072754581511643,0.9237731897497774,0.5839659794201835,0,0,2,0,0,0,0,0,0,0
34,34,4447.0,496.5,OKTYABRSKAYA 138          PRYAMITSYNO ,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.1166702729015236,0.9015999160672032,0.6273193820810695,0,0,0,0,0,0,2,0,0,0
35,35,4458.0,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK ,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.1450012314747548,0.9605858488657669,1.4482534613400884,0,0,2,0,1,1,0,0,0,0
36,36,4466.0,496.5,GLADKOVA 10               CHEBOKSARY  ,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",56.114525,47.247854,-0.072514123951843,0.979383219442671,0.8246306168015729,0,0,0,0,0,0,0,0,0,0
37,37,4470.0,496.5,LENINA 11                 KIREYEVSK   ,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",53.928249,37.933231,0.0038810733224638,0.9412255048853395,0.6620597768695812,0,0,0,0,0,1,0,0,0,0
38,38,4489.0,496.5,LENINA 56                 AKSHA       ,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",50.28123,113.286909,-0.0592366742744187,0.8775730154525484,1.9772295614571966,0,0,0,0,0,0,0,0,0,0
39,39,4491.0,496.5,VAREYKISA 2/1             ULYANOVSK   ,"улица Варейкиса, 2с1, Ульяновск, Россия",54.256466,48.324044,-0.0980594476313604,0.9469539721963578,0.8434136756786107,0,0,0,0,0,1,0,0,0,0
40,40,4510.0,496.5,PER. BAZARNY 4            SPASSK-DALNY,,,,0.0391906415946258,,,0,0,0,0,0,0,0,0,0,0
41,41,4511.0,496.5,GRIGORENKO 8              LESOZAVODSK ,"улица Григоренко, 8, Лесозаводск, Приморский край, Россия",45.462274,133.403108,-0.0297719821936396,0.7934663667438125,2.3283234669935875,0,1,1,1,0,1,1,0,0,0
42,42,4512.0,496.5,SEMIRECHENSKAYA 93        OMSK        ,"Семиреченская улица, 93, Омск, Россия, 644016",54.931034,73.29667,-0.1265452639321686,0.9587274048249508,1.2792682222477523,0,0,0,0,0,0,0,0,0,0
43,43,4523.0,496.5,AVTOZAVODSKAYA 56         ULYANOVSK   ,"Автозаводская улица, 56, Ульяновск, Россия, 432008",54.291753,48.315699,-0.1291552724331702,0.9475698465295089,0.8432680279525318,0,0,0,0,0,0,0,0,0,0
44,44,4526.0,496.5,"MOSKOVSKIY PR-T, 19B      VORONEZH    ","Московский проспект, 19, Воронеж, Россия, 394026",51.693681,39.181539,-0.0596248180663582,0.9022249359256348,0.6838468615485666,0,0,1,0,0,2,0,0,0,0
45,45,4542.0,496.5,B.KHMELNITSKOGO 81        EYSK        ,"улица Богдана Хмельницкого, 81, Ейск, Краснодарский край, Россия",46.695209,38.283637,-0.0380044030102233,0.8149851419568889,0.6681755152883244,0,0,1,0,0,0,0,0,0,0
46,46,4574.0,496.5,KALININA AVE. 15/1        TVER        ,"проспект Калинина, 15с1, Тверь, Россия, 170001",56.85372,35.865292,-0.0257150526075146,0.9922846060069506,0.6259674325891821,0,0,2,0,0,1,0,0,0,0
47,47,4584.0,496.5,OKTIABRSKAYA 1            NAMTSY      ,"Октябрьская улица, 1, село Намцы, Намский улус, Республика Саха (Якутия), Россия, 678380",62.71844,129.66555,-0.1450012314747548,1.0946432797145125,2.263090773909333,0,0,2,0,0,0,0,0,0,0
48,48,4586.0,496.5,SVOBODY 51                IVANOVO     ,"улица Свободы, 51, Иваново, Россия, 153045",57.015939,41.005425,-0.056721627370048,0.9951158616662432,0.7156796774295958,0,0,0,0,0,1,0,0,0,0
49,49,4588.0,496.5,PROFINTERNA 9/25          OMSK        ,"улица Профинтерна, 9, Омск, Россия, 644082",54.933853,73.332046,-0.0063364060107538,0.9587766056565645,1.2798856499239377,0,2,2,0,0,1,2,0,0,0
50,50,4594.0,496.5,KAZANSKY PR. 75/48        V.VOLOCHEK  ,"Казанский проспект, 75/48, Вышний Волочёк, Тверская область, Россия, 171163",57.58633,34.560713,-0.0848792338682799,1.0050710626399861,0.603198233686807,0,0,2,2,0,1,0,0,0,0
51,51,4606.0,496.5,KLUCHEVSKAYA 6B           ULAN-UDE    ,"Ключевская улица, 6, Улан-Удэ, Республика Бурятия, Россия, 670013",51.820888,107.632517,0.0407118469518227,0.9044451169072192,1.8785418038587698,0,0,2,0,0,0,0,0,0,0
52,52,4608.0,496.5,BONDARENKO 37             IVANOVKA    ,"улица Бондаренко, 39, село Ивановка, Ивановский район, Амурская область, Россия",50.35649,128.00231,0.0160256404401101,0.8788865502475994,2.234061759658463,0,0,0,0,0,0,0,0,0,0
53,53,4624.0,496.5,SOVETSKAYA 29             CHERDAKLY   ,"Советская улица, 29, посёлок городского типа Чердаклы, Чердаклинский район, Ульяновская область, Россия",54.358775,48.852236,-0.0380959963131623,0.9487396011007806,0.8526323651613046,0,0,2,0,0,0,0,0,0,0
54,54,4649.0,496.5,LENINA 7                  YASNOGORSK  ,"улица Ленина, 7, Ясногорск, Тульская область, Россия, 301030",54.481354,37.694199,-0.094318271574659,0.9508790082445828,0.657887881451954,0,0,1,0,0,0,1,0,0,0
55,55,4655.0,496.5,"POCHTOVIY PER, 3          ELIZOVO     ","Почтовый переулок, 3, Елизово, Камчатский край, Россия, 684005",53.183976,158.387789,-0.0228163231158557,0.9282354905016438,2.764388413004057,0,0,0,0,0,1,0,0,0,0
56,56,4680.0,496.5,SHUHOVA 26                TULA        ,"улица Шухова, 26, Тула, Россия, 300004",54.208238,37.669046,-0.0908961794016929,0.946112234804706,0.6574488787852,0,0,0,0,0,1,0,0,0,0
57,57,4685.0,496.5,PROLETARSKAYA 11          P.PERVOMAYSK,"Пролетарская улица, 11, Первомайск, Нижегородская область, Россия, 607760",54.865166,43.793364,0.0130686225922281,0.9575777913532473,0.764338392324354,0,0,0,0,0,0,0,0,0,0
58,58,4703.0,496.5,SOVETSKAYA 21A            PETROPAVLOVK,"Советская улица, 21, Петропавловск-Камчатский, Камчатский край, Россия",53.016529,158.649756,-0.1167487461572423,0.9253129890290568,2.768960599685629,0,0,1,0,0,0,0,0,0,0
59,59,4712.0,496.5,LENINSKAYA 59B            ORENBURG    ,"Ленинская улица, 59, Оренбург, Россия, 460014",51.762709,55.111885,-0.1102991528731819,0.9034297018017016,0.9618838502304751,0,0,2,0,0,0,0,6,0,0
60,60,4713.0,496.5,"1-ST VISHNEVAYA, 17       KURSK       ","Вишневая улица, СТ Дружба-1, городской округ Ухта, Республика Коми, Россия",63.541994,53.85233,-0.0539247406161974,1.1090170085824818,0.939900468370518,0,0,0,0,0,0,0,0,0,0
61,61,8483.0,496.5,"STROITELEY AVE, 1V        PENZA       ","проспект Строителей, 1, Пенза, Россия, 440066",53.220223,44.943414,-0.0318484934229184,0.928868119995614,0.7844105513869147,0,0,0,0,0,1,0,0,0,0
62,62,8486.0,496.5,MOSKOVSKAYA 83            PENZA       ,"Московская улица, 83, Пенза, Россия, 440000",53.197086,45.019035,0.0259088806733042,0.9284643031665801,0.7857303868205655,0,5,5,1,0,1,0,0,0,0
63,63,8487.0,496.5,MIRA 41                   PENZA       ,"улица Мира, 41, Пенза, Россия",53.188433,44.970049,-0.0182262964617026,0.9283132798264052,0.7848754198331835,0,0,0,0,0,2,0,0,0,0
64,64,8497.0,496.5,"TRUDOVAYA 1, K.1          RYAZAN      ","Трудовая улица, 1к1, Рязань, Россия, 390011",54.603425,39.762453,-0.116827337837667,0.9530095491157847,0.6939857235194968,0,0,1,0,0,1,0,0,0,0
65,65,8500.0,496.5,GAGARINA 29               KURAGINO    ,"переулок Гагарина, 29, посёлок городского типа Курагино, Курагинский район, Красноярский край, Россия, 662910",53.890961,92.68067,0.0057824643918734,0.9405747065138558,1.6175828444543332,0,0,1,0,0,0,0,0,0,0
66,66,8502.0,496.5,50 LET OKTYABRYA 6        VICHUGA     ,"улица 50 лет Октября, 6, Вичуга, Ивановская область, Россия, 155331",57.21764,41.937328,-0.1043306880550269,0.9986362082208083,0.7319444530888085,0,0,2,0,0,0,0,0,0,0
67,67,8511.0,496.5,PODROYKINA 28             BAGAEVSKAYA ,"улица Подройкина, 28, станица Багаевская, Багаевский район, Ростовская область, Россия",47.321464,40.369543,-0.0381381337942585,0.825915353663966,0.7045814428754292,0,0,0,0,0,0,0,0,0,0
68,68,8518.0,496.5,KRASNOARMEYSKAYA 233      KYZYL       ,"Красноармейская улица, 233, Кызыл, Республика Тыва, Россия, 667000",51.715113,94.428118,-0.0314675117866476,0.9025989948909223,1.648081565561723,0,0,0,0,0,0,0,0,0,0
69,69,8534.0,496.5,CHERNISHEVSKOGO 56/2      YAKUTSK     ,"улица Чернышевского, 56/2, Якутск, Республика Саха (Якутия), Россия, 677007",62.011688,129.721308,-0.076109205265034,1.0823081303194575,2.2640639345936604,0,0,0,0,0,0,0,0,0,0
70,70,8542.0,496.5,FRIDRIHA ENGELSA 88       VORONEZH    ,"улица Фридриха Энгельса, 88, Воронеж, Россия, 394018",51.659009,39.187756,-0.0318638787420057,0.9016197953673833,0.683955368668163,0,0,3,0,0,1,0,0,0,0
71,71,8557.0,496.5,SOVETSKAYA 54/1           DOMODEDOVO  ,"Советская улица, 54, микрорайон Северный, Домодедово, Московская область, Россия",55.443659,37.747981,0.0800894408276697,0.9676743989029867,0.6588265544302617,0,0,1,0,0,1,0,0,0,0
72,72,8560.0,496.5,ORDZHONIKIDZE 34          SHIMANOVSK  ,"улица Орджоникидзе, 34/25, Шимановск, Амурская область, Россия",51.996266,127.667571,-0.0616802505965389,0.9075060404427818,2.2282194619736293,0,0,1,0,0,1,0,0,0,0
73,73,8566.0,496.5,TEKSTILSCHIKOV 18         LENINSK-KUZN,"проспект Текстильщиков, 18, Ленинск-Кузнецкий, Кемеровская область, Россия, 652523",54.697328,86.212944,-0.0595200329087119,0.954648465643285,1.50469973063749,0,0,0,0,0,0,0,0,0,0
74,74,8575.0,496.5,GAGARINA 9                CHELIABINSK ,"улица Гагарина, 9, Ленинский район, Челябинск, Россия, 454010",55.141845,61.443095,-0.0290006254323364,0.9624067508743727,1.0723843103656654,0,0,2,0,0,1,0,0,0,0
75,75,8585.0,496.5,KIROVA 42                 CHELYABINSK ,"улица Кирова, 42, Челябинск, Россия, 454084",55.179231,61.398457,0.0070306132694172,0.9630592596685232,1.07160523029416,0,0,7,0,0,0,0,0,0,0
76,76,8588.0,496.5,"KIROVA AVE, 27A           PYATIGORSK  ","проспект Кирова, 27А, Пятигорск, Ставропольский край, Россия",44.03603,43.07835,-0.0634156910634542,0.7685737130069985,0.7518590438264993,0,0,0,0,0,0,1,0,0,0
77,77,8590.0,496.5,"OKTIABRYA AVE, 16         NIZHNIY NOVG","проспект Октября, 16, микрорайон Соцгород-I, Нижний Новгород, Россия, 603043",56.251202,43.866514,-0.048744881734817,0.9817686831044193,0.7656151006721879,0,0,3,1,0,3,1,0,0,0
78,78,8594.0,496.5,"MIRA AVE, 27K/1           KUVANDYK    ","проспект Мира, 27, Кувандык, Оренбургская область, Россия, 462241",51.482219,57.376188,-0.0903121694091816,0.8985342277827826,1.0014033928432602,0,0,1,0,0,0,0,0,0,0
79,79,8601.0,496.5,POBEDI 31B                LESOSIBIRSK ,"улица Победы, 31, Лесосибирск, Красноярский край, Россия, 662543",58.18613,92.53111,0.0438083795366493,1.015539547493448,1.6149725300250501,0,0,0,0,0,0,0,0,0,0
80,80,8617.0,496.5,INDUSTRIALNAYA 30         SARAPUL     ,"Индустриальная улица, 30, Сарапул, Удмуртская Республика, Россия, 427968",56.449732,53.723485,-0.1450012314747548,0.9852336852684036,0.9376516988957858,0,0,0,0,0,0,0,0,0,0
81,81,8618.0,496.5,LENINA 48                 SVOBODNY    ,"улица Ленина, 48, Свободный, Амурская область, Россия",51.37197,128.139357,-0.1225081913092773,0.8966100197357514,2.2364536810384434,0,0,2,0,0,0,0,0,0,0
82,82,8619.0,496.5,STAVROPOLSKAYA 100        KRASNODAR   ,"Ставропольская улица, 100, микрорайон Черёмушки, Краснодар, Россия, 350033",45.01906,38.998633,-0.0473827725544641,0.7857308231528785,0.6806545496269137,0,0,4,0,0,0,1,0,0,0
83,83,8625.0,496.5,KHALTURINA 11             GELENDZHIK  ,"улица Халтурина, 11, Геленджик, Краснодарский край, Россия",44.568378,38.080115,-0.0200599527303035,0.7778649383734054,0.6646233862880805,0,0,2,0,0,1,0,0,0,0
84,84,8643.0,496.5,SCHETINKINA 12            TURAN       ,"улица Щетинкина, 14, Туран, Пий-Хемский кожуун, Республика Тыва, Россия",52.142246,93.922393,0.0074889981901422,0.9100538720848432,1.6392549992020746,0,0,1,0,0,0,0,0,0,0
85,85,8658.0,496.5,BIRYUZOVA 31              MOSCOW      ,"улица Маршала Бирюзова, 31, Москва, Россия, 123060",55.796526,37.486859,-0.0771896616129168,0.9738330898746216,0.6542691157808691,0,0,5,0,0,0,2,0,0,0
86,86,8659.0,496.5,MYASNIKYANA 95            CHALTIR     ,"улица Мясникяна, 95, село Чалтырь, Мясниковский район, Ростовская область, Россия, 346800",47.284715,39.500702,-0.0902311978368489,0.8252739626171505,0.6894173067491092,0,0,1,0,0,0,0,0,0,0
87,87,8660.0,496.5,LENINA 19                 TOSNO       ,"проспект Ленина, 19, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",59.547013,30.864595,-0.0103225371001557,1.0392914365778663,0.5386888050445793,0,0,1,0,0,2,0,0,0,0
88,88,8663.0,496.5,CHAPAEVA 2A               SERYSHEVO   ,"улица Чапаева, 2, посёлок городского типа Серышево, Серышевский район, Амурская область, Россия, 676351",51.092978,128.362247,-0.0870216499425399,0.8917406907490274,2.240343845408214,0,0,0,0,0,0,0,0,0,0
89,89,8691.0,496.5,GAGARINA 14-4             P. HOVU-AKSY,"улица Гагарина, 14, село Хову-Аксы, Чеди-Хольский кожуун, Республика Тыва, Россия",51.131723,93.716464,-0.0101484011628974,0.8924169185677125,1.635660860126735,0,0,0,0,0,0,0,0,0,0
90,90,8697.0,496.5,LENINA 93                 UST-LABINSK ,"улица Ленина, 93, Усть-Лабинск, Краснодарский край, Россия, 352333",45.215441,39.690147,-0.0825182601111039,0.7891583181912374,0.6927237457505498,0,0,4,0,0,0,1,0,0,0
91,91,8699.0,496.5,TSENTRALNAYA 45           KRASN.YARUGA,"Центральная улица, 45, посёлок городского типа Красная Яруга, Краснояружский район, Белгородская область, Россия, 309420",50.802065,35.656945,-0.0478348534789651,0.8866633010621731,0.6223310914525295,0,0,0,0,0,0,0,0,0,0
92,92,8700.0,496.5,BAUMANA 16                YOSHKAR-OLA ,"улица Баумана, 16, Йошкар-Ола, Республика Марий Эл, Россия, 424019",56.64108,47.84341,-0.0943839485751698,0.9885733378855098,0.8350250298815802,0,0,0,1,0,2,0,0,0,0
93,93,8702.0,496.5,"70 LET OKTYABRYA, 25/2    OMSK        ","улица 70 лет Октября, 25/2, Омск, Россия, 644074",54.976592,73.334031,-0.0849035751661199,0.9595225419255744,1.2799202947095896,0,0,0,0,0,0,0,0,0,0
94,94,8709.0,496.5,KRASNOOKTYABRSKAYA 66V    MAYKOP      ,"Краснооктябрьская улица, 62, Майкоп, Республика Адыгея, Россия, 385006",44.618387,40.10746,-0.0219405458420155,0.7787377600790352,0.700007231611925,0,0,1,0,0,0,1,0,0,0
95,95,8715.0,496.5,SHOLOM-ALEYHAMA 72        BIROBIDZHAN ,"улица Шолом-Алейхема, 72, Биробиджан, Еврейская автономная область, Россия, 679016",48.801131,132.906429,0.0732557544204289,0.8517404146470728,2.3196547831180747,0,0,0,0,0,1,0,0,0,0
96,96,8717.0,496.5,LENINA 40                 EFREMOV     ,"улица Ленина, 40, Ефремов, Тульская область, Россия, 301840",53.145073,38.105187,-0.0539314564851577,0.9275565050627403,0.6650609752381406,0,0,0,0,0,0,0,0,0,0
97,97,8720.0,496.5,KASHIRINIKH 124           CHELYABINSK ,"улица Братьев Кашириных, 124, Челябинск, Россия, 454128",55.174296,61.304511,-0.0811242236910234,0.9629731276699373,1.0699655632750815,0,0,0,0,0,3,0,0,0,0
98,98,8722.0,496.5,AVTOMOBILISTOV 4A         ULAN-UDE    ,"проспект Автомобилистов, 4Ак1, Улан-Удэ, Республика Бурятия, Россия, 670045",51.831086,107.657625,-0.1192302240332795,0.9046231055843377,1.8789800211273602,0,0,0,0,0,0,0,0,0,0
99,99,8731.0,496.5,YAROSLAVSKAYA 56          UGLICH      ,"Ярославская улица, 56, Углич, Ярославская область, Россия, 152610",57.53267,38.333269,-0.0233064046652936,1.0041345189633661,0.6690417571026742,0,0,0,0,0,0,0,0,0,0
100,100,8735.0,496.5,K.MARKSA 8                KURSK       ,"улица Карла Маркса, 8, Курск, Россия, 305004",51.750199,36.191928,-0.1417534017659387,0.9032113611122771,0.6316683062447263,0,0,4,0,0,2,0,0,0,0
101,101,8736.0,496.5,LUNACHARSKOGO 49          OBOYAN      ,"улица Луначарского, 49, Обоянь, Курская область, Россия",51.208488,36.280367,0.0312245046992551,0.893756720568006,0.6332118579818975,0,0,0,0,0,0,1,0,0,0
102,102,8745.0,496.5,AK. KIRENSKOGO 2          KRASNOYARSK ,"улица Академика Киренского, 2, Красноярск, Россия, 660074",55.995649,92.786905,-0.0914868128849095,0.9773084418410702,1.6194369949851892,0,0,0,0,0,0,0,0,0,0
103,103,8750.0,496.5,LENINA 23                 BRYANSK     ,"проспект Ленина, 23, Брянск, Россия, 241050",53.239434,34.35879,-0.0273339478514484,0.9292034151982148,0.5996740125013025,0,0,2,0,0,0,0,0,0,0
104,104,8755.0,496.5,KIROVA 7A                 ASTRAKHAN   ,"улица Кирова, 7/28, Астрахань, Россия, 414000",46.352485,48.038362,-0.0452987858535654,0.8090034797312838,0.8384275841649282,0,0,0,0,0,0,0,0,0,0
105,105,8756.0,496.5,OKTYABRSKAYA 4            VOLODARSKIY ,"Октябрьская площадь, 4, посёлок городского типа Володарский, Володарский район, Астраханская область, Россия, 416170",46.402883,48.543027,-0.0587039759494599,0.8098830907677039,0.8472356500345055,0,0,0,0,0,0,0,0,0,0
106,106,8759.0,496.5,"NABEREZHNAYA 1 MAY, 160   ASTRAKHAN   ","улица Набережная 1 Мая, 160/94, Астрахань, Россия, 414000",46.343234,48.051675,-0.0725621267258018,0.8088420193221818,0.8386599398482463,0,0,0,0,0,0,0,0,0,0
107,107,8770.0,496.5,BEZHITSKAYA 1/5           BRYANSK     ,"Бежицкая улица, 1к5, Брянск, Россия, 241007",53.268374,34.355008,-0.0429566101420495,0.929708513483742,0.5996080041489921,0,0,0,0,0,0,0,0,0,0
108,108,8771.0,496.5,KRILATAYA 2               KRASNODAR   ,"Крылатая улица, 2, жилой массив Пашковский, Краснодар, Россия, 350023",45.011446,39.122529,-0.0618519971960843,0.7855979337836315,0.6828169427569647,0,0,0,0,0,0,0,0,0,0
